,link,location,Celková cena,ID zakázky,Aktualizace,Stavba,Stav objektu,Vlastnictví,Umístění objektu,Podlaží,Užitná plocha,Sklep,Datum nastěhování,Voda,Topení,Elektřina,Doprava,Komunikace,Energetická náročnost budovy,Průkaz energetické náročnosti budovy,Bezbariérový,Vybavení,Výtah,companyName,proximityIndex,Index,Lodžie,Odpad,Telekomunikace,Plocha podlahová,Terasa,Garáž,Rok kolaudace,Poznámka k ceně,Parkování,Rok rekonstrukce,Balkón,Převod do OV,Plyn,Ukazatel energetické náročnosti budovy,Zlevněno,Původní cena,Náklady na bydlení,Plocha zahrady,Vyvolávací cena,Znalecký posudek,Minimální příhoz,Aukční jistina,ID,Druh dražby,Místo konání dražby,Datum konání dražby,Dražební vyhláška,Posudek znalce,Cena,Výška stropu,Datum ukončení výstavby,Datum zahájení prodeje,Typ bytu,Stav,Anuita,Plocha zastavěná,Počet bytů,Půdní vestavba,Datum prohlídky,Bazén,Minimální kupní cena,Termín 1. prohlídky,Termín 2. prohlídky,Datum prohlídky do
0,"https://www.sreality.cz/detail/prodej/byt/2+kk/neratovice-neratovice-kojeticka/2308445772
","Kojetická, Neratovice",3 700 000 Kč za nemovitost,N95622,Dnes,Panelová,Velmi dobrý,Osobní,Sídliště,9. podlaží z celkem 12 včetně 1 podzemního,51 m2,1,Ihned,Dálkový vodovod,Ústřední dálkové,230V,"Vlak, Silnice, MHD, Autobus",Asfaltová,Třída C - Úsporná č. 78/2013 Sb. podle vyhlášky,Zobrazit průkaz energetické náročnosti budovy,0,0,1,NEXT REALITY HAPPY REAL,456.8235294117647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"https://www.sreality.cz/detail/prodej/byt/4+1/praha-liboc-navigatoru/1639196492
","Navigátorů, Praha 6 - Liboc",12 750 000 Kč za nemovitost,10664,Dnes,Panelová,Velmi dobrý,Osobní,Klidná část obce,2. podlaží z celkem 4,103 m2,2 m2,,Dálkový vodovod,,230V,"Vlak, Dálnice, MHD, Autobus",,Třída E - Nehospodárná,,,,,Molík reality,978.55,1,7 m2,Veřejná kanalizace,"Internet, Satelit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"https://www.sreality.cz/detail/prodej/byt/4+kk/praha-zizkov-olgy-havlove/1471424332
","Olgy Havlové, Praha 3 - Žižkov",17 500 000 Kč za nemovitost,207589,Dnes,Cihlová,Velmi dobrý,Osobní,Klidná část obce,4. podlaží z celkem 4 včetně 1 podzemního,125 m2,2 m2,,,Ústřední dálkové,230V,"Silnice, MHD, Autobus",,Třída B - Velmi úsporná,,1,Částečně,1,Bidli,722.8571428571429,2,,Veřejná kanalizace,,125 m2,19 m2,1,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"https://www.sreality.cz/detail/prodej/byt/1+kk/praha-dejvice-studentska/615786316
","Studentská, Praha 6 - Dejvice",4 190 000 Kč za nemovitost,212774,Dnes,Cihlová,V rekonstrukci,Osobní,Centrum obce,5. podlaží z celkem 5 včetně 1 podzemního,20 m2,1 m2,,Dálkový vodovod,Ústřední plynové,230V,"MHD, Autobus",,,,,0,1,Bidli,629.4,3,,Veřejná kanalizace,"Internet, Kabelová televize, Kabelové rozvody",20 m2,,,2023,Včetně provize a pravního servisu,1,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"https://www.sreality.cz/detail/prodej/byt/4+1/pardubice-zelene-predmesti-trida-miru/1405388364
","třída Míru, Pardubice - Zelené Předměstí",8 957 000 Kč za nemovitost,00600,Dnes,Cihlová,Velmi dobrý,Osobní,Centrum obce,5. podlaží,97 m2,2 m2,,Dálkový vodovod,Ústřední dálkové,230V,"Vlak, Silnice, MHD, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,,,,1,Realitní tým Martina Nesládka,278.8888888888889,4,,Veřejná kanalizace,"Telefon, Internet",,,,1990,,,,13 m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"https://www.sreality.cz/detail/prodej/byt/3+kk/praha-chodov-hnevkovskeho/1012685148
","Hněvkovského, Praha 4 - Chodov",5 795 000 Kč za nemovitost,00598,Dnes,Panelová,Velmi dobrý,Družstevní,,2. podlaží,60 m2,1 m2,,Dálkový vodovod,Ústřední dálkové,230V,"Silnice, MHD",,Třída C - Úsporná č. 78/2013 Sb. podle vyhlášky,,,0,,Realitní tým Martina Nesládka,789.7619047619048,5,,Veřejná kanalizace,,60 m2,,,,včetně provize,,,3 m2,Ne,Plynovod,"114,0 kWh/m^2 za rok",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"https://www.sreality.cz/detail/prodej/byt/2+1/kolin-kolin-ii-bachmacska/2719692364
","Bachmačská, Kolín - Kolín II",,00012,Dnes,Cihlová,Před rekonstrukcí,Osobní,,2. podlaží z celkem 4,58 m2,4 m2,,Dálkový vodovod,Ústřední dálkové,230V,"Silnice, MHD",,Třída E - Nehospodárná č. 78/2013 Sb. podle vyhlášky,Zobrazit průkaz energetické náročnosti budovy,,,,Swiss Reality s.r.o.,511.88235294117646,6,,Veřejná kanalizace,,58 m2,,,,včetně provize,,,,,Plynovod,"223,0 kWh/m^2 za rok",3 427 000 Kč za nemovitost,3 673 000 Kč,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"https://www.sreality.cz/detail/prodej/byt/2+1/havirov-podlesi-druzstevnicka/1924368204
","Družstevnická, Havířov - Podlesí",1 590 000 Kč za nemovitost,44015,Dnes,Panelová,Velmi dobrý,Družstevní,,5. podlaží,53 m2,1,Ihned,,Ústřední dálkové,,,,Třída C - Úsporná,Zobrazit průkaz energetické náročnosti budovy,,,,"Broker Consulting, a.s.",657.8235294117648,7,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-ruzyne-ciolkovskeho/1880393548
","Ciolkovského, Praha 6 - Ruzyně",4 590 000 Kč za nemovitost,809,Dnes,Panelová,Po rekonstrukci,Osobní,Sídliště,6. podlaží z celkem 13,47 m2,,Ihned,Dálkový vodovod,Ústřední dálkové,230V,"Silnice, MHD",Asfaltová,Třída C - Úsporná,,,0,1,Indra & Světlík Reality,1005.95,8,,Veřejná kanalizace,Internet,47 m2,,,,,,,,,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"https://www.sreality.cz/detail/prodej/byt/4+kk/pardubice-drazkovice-/2476877644
","Pardubice - Dražkovice, okres Pardubice",7 099 000 Kč za nemovitost,N13042,Dnes,Cihlová,Novostavba,Osobní,Klidná část obce,1. podlaží z celkem 2,95 m2,,27.03.2023,Dálkový vodovod,"Lokální plynové, Podlahové",230V,"Dálnice, Silnice, MHD, Autobus",,Třída B - Velmi úsporná,,,0,0,Sterling reality,1679.2222222222222,9,,,"Telefon, Internet, Kabelová televize",85 m2,10 m2,,,"cena včetně advokátního servisu a provize RK; v kupní ceně je kuchyňská linka za 90.000,-Kč a 2x PS",1,,,,Plynovod,,,,,165 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"https://www.sreality.cz/detail/prodej/byt/3+1/hradec-kralove-slezske-predmesti-trida-snp/3148097356
","třída SNP, Hradec Králové - Slezské Předměstí",3 499 000 Kč za nemovitost,N96124,Dnes,Cihlová,Dobrý,Osobní,Klidná část obce,4. podlaží z celkem 4 včetně 1 podzemního,54 m2,2 m2,,Dálkový vodovod,Ústřední dálkové,230V,"Vlak, Dálnice, Silnice, MHD, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,,0,0,0,NEXT REALITY PARDUBICE,461.57894736842104,10,,Veřejná kanalizace,,52 m2,,,,včetně kompletních služeb RK a právního servisu,,,,,Plynovod,,,,3700,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"https://www.sreality.cz/detail/prodej/byt/1+1/praha-krc-v-stihlach/3157276492
","V Štíhlách, Praha 4 - Krč",4 200 000 Kč za nemovitost,L1813-8,Dnes,Panelová,Dobrý,Osobní,,1. podlaží,39 m2,1,,Místní zdroj,Ústřední dálkové,,MHD,,Třída G - Mimořádně nehospodárná,,1,,,Plavec Reality,825.55,11,,Veřejná kanalizace,Internet,,,,,"Cena je konečná, zahrnuje odměnu realitní kanceláře včetně právního servisu.",,,,,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"https://www.sreality.cz/detail/prodej/byt/3+1/mlada-boleslav-mlada-boleslav-iii-jicinska/448280140
","Jičínská, Mladá Boleslav - Mladá Boleslav III",5 400 000 Kč za nemovitost,0273-NP01856,Dnes,Cihlová,Velmi dobrý,Osobní,Centrum obce,4. podlaží z celkem 4,87 m2,3 m2,,Dálkový vodovod,Ústřední dálkové,,"Vlak, Dálnice, Silnice, MHD, Autobus",,Třída D - Méně úsporná č. 78/2013 Sb. podle vyhlášky,Zobrazit průkaz energetické náročnosti budovy,,1,,RE/MAX Partner,647.3157894736842,12,6 m2,Veřejná kanalizace,,87 m2,,,,"vč. provize, kompletního realitního a právního servisu",,,1 m2,,Plynovod,"164,0 kWh/m^2 za rok",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"https://www.sreality.cz/detail/drazby/byt/3+1/hradec-kralove-novy-hradec-kralove-pisecna/2846107468
","Písečná, Hradec Králové - Nový Hradec Králové",,,Dnes,Panelová,Dobrý,Osobní,,1. podlaží,64 m2,,,,,,,,,,,,,OKdražby.cz,572.2631578947369,13,,,,,,,,,,,,,,,,,,,2 837 333 Kč za nemovitost,4 256 000 Kč za nemovitost,10 000 Kč za nemovitost,280 000 Kč za nemovitost,2846107468,Exekutorská dražba,https://www.okdrazby.cz/drazba/55804-byt-3-1-s-balkonem-a-sklepni-koji-o-celkove-vymere-64-45-m2-v-n,16.11.2022 11:00,Zobrazit dražební vyhlášku,Zobrazit posudek znalce,,,,,,,,,,,,,,,,
14,"https://www.sreality.cz/detail/prodej/byt/3+1/praha-strizkov-cerneho/1180878668
","Černého, Praha 8 - Střížkov",4 499 000 Kč za nemovitost (k jednání),6970,Dnes,Panelová,Před rekonstrukcí,Družstevní,Klidná část obce,5. podlaží z celkem 11,70 m2,2 m2,,Dálkový vodovod,Ústřední dálkové,230V,"Dálnice, Silnice, MHD, Autobus",Asfaltová,Třída C - Úsporná č. 78/2013 Sb. podle vyhlášky,Zobrazit průkaz energetické náročnosti budovy,,0,1,GEPARD REALITY/Living,896.4761904761905,14,,Veřejná kanalizace,"Telefon, Internet, Satelit",67 m2,,,,,,,1,Ne,,"60,0 kWh/m^2 za rok",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"https://www.sreality.cz/detail/prodej/byt/2+1/zeliv-zeliv-/1326237260
","Želiv, okres Pelhřimov",2 690 000 Kč za nemovitost,4596,Dnes,Cihlová,Velmi dobrý,Družstevní,Klidná část obce,3. podlaží z celkem 3,56 m2,1,Ihned,Dálkový vodovod,Ústřední tuhá paliva,230V,"Dálnice, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,,,0,Reality Vysočina,1311.4545454545455,15,,Veřejná kanalizace,,,,,,včetně provize RK a právního servisu,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"https://www.sreality.cz/detail/prodej/byt/2+1/most-most-tr--budovatelu/4086122844
","tř. Budovatelů, Most",990 000 Kč za nemovitost,01843,Včera,Cihlová,Velmi dobrý,Osobní,,5. podlaží,54 m2,1,,Dálkový vodovod,Ústřední dálkové,,,,Třída G - Mimořádně nehospodárná,,,,1,Jaroš & Partners Real Estate,333.1666666666667,16,,Veřejná kanalizace,,,,,,"včetně provize, včetně právního servisu",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"https://www.sreality.cz/detail/prodej/byt/2+kk/kladno-krocehlavy-stepanska/1390909004
","Štěpánská, Kladno - Kročehlavy",3 990 000 Kč za nemovitost,01855,Včera,Panelová,Velmi dobrý,Osobní,Klidná část obce,4. podlaží,42 m2,,,Dálkový vodovod,Ústřední dálkové,,Autobus,,Třída C - Úsporná č. 78/2013 Sb. podle vyhlášky,Zobrazit průkaz energetické náročnosti budovy,,Částečně,0,Jaroš & Partners Real Estate,738.5263157894736,17,7 m2,Veřejná kanalizace,Internet,,,,,"+ provize RK, včetně právního servisu",,2000,,,,"108,0 kWh/m^2 za rok",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"https://www.sreality.cz/detail/prodej/byt/3+kk/praha-repy-spanielova/1353414220
","Španielova, Praha 6 - Řepy",7 490 000 Kč za nemovitost,01929,Včera,Panelová,Velmi dobrý,Osobní,,7. podlaží,82 m2,,,Dálkový vodovod,Ústřední dálkové,,"Dálnice, Silnice, MHD, Autobus",,Třída C - Úsporná č. 78/2013 Sb. podle vyhlášky,,,Částečně,1,Jaroš & Partners Real Estate,979.3333333333334,18,7 m2,Veřejná kanalizace,,,,,,včetně provize,,,,,,"80,0 kWh/m^2 za rok",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"https://www.sreality.cz/detail/prodej/byt/4+1/kladno-krocehlavy-litevska/1446422348
","Litevská, Kladno - Kročehlavy",4 600 000 Kč za nemovitost,01963,Včera,Panelová,Velmi dobrý,Osobní,,2. podlaží z celkem 12,84 m2,,,,Ústřední dálkové,,,,Třída G - Mimořádně nehospodárná,,,Částečně,1,Jaroš & Partners Real Estate,736.3888888888889,19,1,Veřejná kanalizace,,,,,,"+ provize RK, včetně právního servisu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"https://www.sreality.cz/detail/prodej/byt/4+1/plzen-bolevec-rabstejnska/460514892
","Rabštejnská, Plzeň - Bolevec",,255,Včera,Panelová,Dobrý,Osobní,,6. podlaží z celkem 7,88 m2,,Ihned,,,,,,,,0,,,AGbydleni.cz,986.0,20,,,,85 m2,,,,,,,,,,,,,,,,,,,,,,,,,Informace o ceně na dotaz,,,,,,,,,,,,,,,
21,"https://www.sreality.cz/detail/prodej/byt/4+1/brno-horni-herspice-teslova/3235129164
","Teslova, Brno - Horní Heršpice",9 500 000 Kč za nemovitost,08221612,Včera,Cihlová,Velmi dobrý,Osobní,Klidná část obce,1. podlaží,148 m2,92 m2,,Dálkový vodovod,,230V,,,Třída G - Mimořádně nehospodárná,,,Částečně,,CENTURY 21 All Inclusive,1276.95,21,9 m2,Veřejná kanalizace,,,,,,včetně provize,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"https://www.sreality.cz/detail/prodej/byt/1+kk/skutec-skutec-sladkova/465839948
","Sládkova, Skuteč",1 760 000 Kč za nemovitost,00389,Včera,Panelová,Dobrý,Družstevní,,5. podlaží,34 m2,1,Ihned,Dálkový vodovod,Ústřední dálkové,230V,"Vlak, Silnice",,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,,,,1,HARVILLA - REALITY s.r.o.,773.6666666666666,22,1,,,34 m2,,,,"včetně DPH, včetně provize, včetně právního servisu",,,1,,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"https://www.sreality.cz/detail/prodej/byt/3+1/praha-ujezd-nad-lesy-zizelicka/239597916
","Žiželická, Praha 9 - Újezd nad Lesy",,2207,Včera,Panelová,Velmi dobrý,Osobní,,2. podlaží z celkem 5,68 m2,,,Dálkový vodovod,Lokální plynové,230V,"Dálnice, Silnice, MHD, Autobus",Asfaltová,Třída D - Méně úsporná,,,0,0,BIFIN reality,941.625,23,1,Veřejná kanalizace,"Telefon, Internet",68 m2,,,,vč. provize RK a právního servisu,,,,,Plynovod,,5 999 000 Kč za nemovitost,6 300 000 Kč,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"https://www.sreality.cz/detail/prodej/byt/3+1/benesov-benesov-ladova/3653510988
","Ladova, Benešov",4 300 000 Kč za nemovitost,44825,Včera,Cihlová,Dobrý,Osobní,,3. podlaží z celkem 3 včetně 1 podzemního,64 m2,4 m2,Ihned,,,,,,Třída G - Mimořádně nehospodárná,,,,0,"Broker Consulting, a.s.",353.47058823529414,24,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vrsovice-sportovni/2500221276
","Sportovní, Praha 10 - Vršovice",5 700 000 Kč za nemovitost,000086,Včera,Cihlová,Dobrý,Osobní,,1. podlaží z celkem 7 včetně 1 podzemního,48 m2,,Ihned,Dálkový vodovod,Lokální plynové,400V,"Silnice, MHD, Autobus",Asfaltová,Třída D - Méně úsporná č. 264/2020 Sb. podle vyhlášky,,,0,1,Martina MERESOVÁ - realitní makléřka,691.047619047619,25,,,Internet,48 m2,,,,,,,,,Plynovod,"174,0 kWh/m^2 za rok",,,,100 m2,,,,,,,,,,,,"3,5 m",,,,,,,,,,,,,,
26,"https://www.sreality.cz/detail/prodej/byt/2+1/kladno-krocehlavy-havanska/4039386956
","Havanská, Kladno - Kročehlavy",4 490 000 Kč za nemovitost,14721088,Včera,Panelová,Po rekonstrukci,Osobní,,1. podlaží,55 m2,,,,,,,,Třída G - Mimořádně nehospodárná,,,Částečně,,CENTURY 21 FairTrade,703.6111111111111,26,,,,,,,,Včetně realitního i právního servisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"https://www.sreality.cz/detail/prodej/byt/3+kk/praha--slavikova/1107060300
","Slavíkova, Praha 2",12 500 000 Kč za nemovitost,008023,Včera,Cihlová,Velmi dobrý,Osobní,,7. podlaží,111 m2,,,,,,,,,,,0,1,HX reality s.r.o.,354.8,27,,,"Telefon, Internet, Kabelová televize",111 m2,,,,uvedená cena je včetně provize a právního i případně hypotečního servisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"https://www.sreality.cz/detail/prodej/byt/2+1/ostrava-dubina-norberta-fryda/3513681484
","Norberta Frýda, Ostrava - Dubina",,N2214907,Včera,Panelová,Velmi dobrý,Družstevní,,4. podlaží,44 m2,1,,Dálkový vodovod,Ústřední dálkové,230V,,,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,,,Částečně,1,HVB Real Estate,943.95,28,,,Kabelová televize,44 m2,,,,"Info v RK (Včetně advokátní úschovy, právního servisu a provize. Financování pomůžeme vyřídit.)",,,,Ano,Plynovod,,,,,,,,,,,,,,,,Informace o ceně na dotaz (k jednání),,,,,,,,,,,,,,,
29,"https://www.sreality.cz/detail/prodej/byt/2+kk/pardubice-zelene-predmesti-jilemnickeho/69752396
","Jilemnického, Pardubice - Zelené Předměstí",3 790 000 Kč za nemovitost,0326-NP00004,Včera,Cihlová,Po rekonstrukci,Osobní,Klidná část obce,4. podlaží z celkem 5,83 m2,,,,,,,,Třída D - Méně úsporná č. 148/2007 Sb. podle vyhlášky,Zobrazit průkaz energetické náročnosti budovy,,1,1,RE/MAX Excellent,502.5,29,,Veřejná kanalizace,,40 m2,,,,"AKČNÍ CENA !!! Tato cena je pevná, snížena pouze dokonce měsíce října.",,,,,Plynovod,,,,2 800,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"https://www.sreality.cz/detail/prodej/byt/2+1/pardubice-zelene-predmesti-cs--armady/2694915916
","Čs. armády, Pardubice - Zelené Předměstí",,0326-NP00008,Včera,Cihlová,Po rekonstrukci,Osobní,Klidná část obce,1. podlaží z celkem 6,62 m2,,Ihned,,,,,,Třída D - Méně úsporná č. 264/2020 Sb. podle vyhlášky,,,Částečně,1,RE/MAX Excellent,508.1111111111111,30,,Veřejná kanalizace,,62 m2,,,,cena u makléře,,,,,Plynovod,,,,,,,,,,,,,,,,Informace o ceně na dotaz,,,,,,,,,,,,,,,
31,"https://www.sreality.cz/detail/prodej/byt/3+1/rynholec-rynholec-prazska/544024396
","Pražská, Rynholec",2 350 000 Kč za nemovitost,0287-NP00442,Včera,Smíšená,Před rekonstrukcí,Osobní,Centrum obce,2. podlaží z celkem 2,85 m2,,,,,,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,,0,,RE/MAX 4 You III,1376.8,32,,Veřejná kanalizace,,77 m2,,,,Uvedená cena je vč. provize RK,,,,,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"https://www.sreality.cz/detail/prodej/byt/3+1/kladno-kladno-podebradova/1535027020
","Poděbradova, Kladno",,0287-NP00433,Včera,Panelová,Velmi dobrý,Osobní,Centrum obce,5. podlaží z celkem 8,70 m2,,,,,,,,Třída C - Úsporná č. 148/2007 Sb. podle vyhlášky,,,0,1,RE/MAX 4 You III,525.3157894736842,33,,Veřejná kanalizace,,70 m2,,,1987,"Majitel si vyhrazuje právo vybrat zájemce dle jeho kritérií, uvedená cena je včetně provize RK",,,,,,,4 440 000 Kč za nemovitost,4 650 000 Kč,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"https://www.sreality.cz/detail/prodej/byt/2+kk/brno-medlanky-hudcova/2096850508
","Hudcova, Brno - Medlánky",,PR304-48,Včera,Cihlová,Po rekonstrukci,Osobní,,3. podlaží z celkem 5 včetně 1 podzemního,53 m2,,,Dálkový vodovod,Ústřední dálkové,230V,"Silnice, MHD",Asfaltová,Třída D - Méně úsporná č. 78/2013 Sb. podle vyhlášky,Zobrazit průkaz energetické náročnosti budovy,,0,1,SOVA reality,776.85,34,,Veřejná kanalizace,"Internet, Kabelové rozvody",,,,,"včetně DPH, včetně poplatků, včetně provize, včetně právního servisu",,2022,,,,"379,0 kWh/m^2 za rok",5 300 000 Kč za nemovitost,5 500 000 Kč,3500 Kč,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"https://www.sreality.cz/detail/prodej/byt/1+kk/brno-medlanky-hudcova/2650498636
","Hudcova, Brno - Medlánky",2 990 000 Kč za nemovitost,PR313-57,Včera,Cihlová,Po rekonstrukci,Osobní,,3. podlaží z celkem 5 včetně 1 podzemního,24 m2,,,Dálkový vodovod,Ústřední dálkové,230V,"Silnice, MHD",Asfaltová,Třída D - Méně úsporná č. 78/2013 Sb. podle vyhlášky,Zobrazit průkaz energetické náročnosti budovy,,0,1,SOVA reality,776.85,35,,Veřejná kanalizace,"Internet, Kabelové rozvody",,,,,"včetně DPH, včetně poplatků, včetně provize, včetně právního servisu",,2022,,,,"379,0 kWh/m^2 za rok",,,3000 Kč,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"https://www.sreality.cz/detail/prodej/byt/1+kk/brno-medlanky-hudcova/3439027788
","Hudcova, Brno - Medlánky",2 830 000 Kč za nemovitost,PR316-60,Včera,Cihlová,Po rekonstrukci,Osobní,,3. podlaží z celkem 5 včetně 1 podzemního,22 m2,,,Dálkový vodovod,Ústřední dálkové,230V,"Silnice, MHD",Asfaltová,Třída D - Méně úsporná č. 78/2013 Sb. podle vyhlášky,Zobrazit průkaz energetické náročnosti budovy,,0,1,SOVA reality,776.85,36,,Veřejná kanalizace,"Internet, Kabelové rozvody",,,,,"včetně DPH, včetně poplatků, včetně provize, včetně právního servisu",,2022,,,,"379,0 kWh/m^2 za rok",,,3000 Kč,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"https://www.sreality.cz/detail/prodej/byt/1+kk/praha-uhrineves-frantiska-divise/3676030796
","Františka Diviše, Praha 10 - Uhříněves",4 900 000 Kč za nemovitost,N11436,Včera,Cihlová,Novostavba,Osobní,,1. podlaží z celkem 5,39 m2,2 m2,Ihned,,,,,,Třída B - Velmi úsporná č. 78/2013 Sb. podle vyhlášky,,,,1,SPS správa nemovitostí,1535.1904761904761,37,,,,39 m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"https://www.sreality.cz/detail/prodej/byt/4+kk/praha-stodulky-petrzilkova/2070755148
","Petržílkova, Praha 5 - Stodůlky",9 990 000 Kč za nemovitost,N11440,Včera,Cihlová,Novostavba,Osobní,,4. podlaží z celkem 5,86 m2,,Ihned,,,,,,Třída C - Úsporná č. 78/2013 Sb. podle vyhlášky,,,,1,SPS správa nemovitostí,520.8095238095239,38,1,,,86 m2,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"https://www.sreality.cz/detail/prodej/byt/5+1/blatna-blatna-nad-lomnici/2305312332
","Nad Lomnicí, Blatná",4 800 000 Kč za nemovitost,43531,Včera,Cihlová,Dobrý,Osobní,,4. podlaží z celkem 5 včetně 1 podzemního,150 m2,3 m2,Ihned,Dálkový vodovod,Ústřední dálkové,230V,"Vlak, Dálnice, Silnice, MHD, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,,0,Částečně,0,"Broker Consulting, a.s.",448.875,39,10 m2,Veřejná kanalizace,"Telefon, Internet, Kabelová televize",,,,,,1,,,,Plynovod,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"https://www.sreality.cz/detail/prodej/byt/2+1/brno-kralovo-pole-palackeho-trida/3555993420
","Palackého třída, Brno - Královo Pole",6 900 000 Kč za nemovitost,01173,Včera,Cihlová,Velmi dobrý,Osobní,,2. podlaží,92 m2,3 m2,,,,,,,Třída G - Mimořádně nehospodárná,,,,,RENČ - realitní kancelář,499.6,40,,,,,17 m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"https://www.sreality.cz/detail/prodej/byt/2+1/praha-zizkov-borivojova/3254003532
","Bořivojova, Praha 3 - Žižkov",9 490 000 Kč za nemovitost,LK145012,Včera,Cihlová,Velmi dobrý,Osobní,Klidná část obce,3. podlaží z celkem 6,66 m2,,,Dálkový vodovod,,"230V, 400V",,,,,,,1,Duna House,350.4,41,,Veřejná kanalizace,,66 m2,,,1898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"https://www.sreality.cz/detail/prodej/byt/1+kk/praha-vysocany-bratri-dohalskych/2230593356
","bratří Dohalských, Praha 9 - Vysočany",5 500 000 Kč za nemovitost,LK144463,Včera,Smíšená,Velmi dobrý,Osobní,Klidná část obce,6. podlaží z celkem 6,37 m2,,,Dálkový vodovod,,"230V, 400V",,,,,,,1,Duna House,504.0,42,,Veřejná kanalizace,,37 m2,,,2009,,,,7 m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"https://www.sreality.cz/detail/prodej/byt/2+kk/trutnov-horni-predmesti-svabenicova/1442064204
","Švábenicova, Trutnov - Horní Předměstí",2 490 000 Kč za nemovitost,22059CZK,Včera,Cihlová,Dobrý,Osobní,,5. podlaží z celkem 6 včetně 1 podzemního,59 m2,6 m2,,Dálkový vodovod,Ústřední plynové,230V,"Vlak, Silnice, MHD, Autobus",Asfaltová,Třída E - Nehospodárná č. 78/2013 Sb. podle vyhlášky,,,,0,EVOLUCE reality,519.1875,43,,,,49 m2,,,,Cena včetně provize RK a právních služeb.,,,,,Plynovod,,,,,332 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"https://www.sreality.cz/detail/prodej/byt/4+kk/praha-letnany-malkovskeho/3833952348
","Malkovského, Praha 9 - Letňany",8 490 000 Kč za nemovitost,LK142696,Včera,Cihlová,Velmi dobrý,Osobní,Centrum obce,7. podlaží z celkem 7,99 m2,,,Dálkový vodovod,,"230V, 400V",,,Třída C - Úsporná,,,,1,Duna House,830.4,44,,Veřejná kanalizace,,99 m2,17 m2,,2004,celková cena 8.800.000 Kč,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
